X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399215.0,138016.219999999,24105390,2024/07/10 02:51:41+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1522 BLOCK OF NORTH CAPITOL STREET,399215,138016.22,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9100071926,-77.0090509011,,2024/07/08 23:00:00+00,2024/07/09 02:20:00+00,618864255,
397323.960000001,140549.760000002,24007134,2024/01/15 01:37:53+00,EVENING,GUN,ROBBERY,3414 - 3435 BLOCK OF HOLMEAD PLACE NW,397323.96,140549.76,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 42,38.9328264152,-77.0308641087,,2024/01/14 23:11:00+00,2024/01/15 00:36:00+00,618864256,
399823.479999997,138345.050000001,24007786,2024/01/16 18:14:52+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1719 BLOCK OF 3RD STREET NE,399823.48,138345.05,5,5F,5,502,Cluster 21,008702 3,008702,Precinct 75,38.9129697378,-77.0020353267,,2024/01/16 15:50:00+00,2024/01/16 16:33:00+00,618864257,
399421.689999998,134089.800000001,24108869,2024/07/16 15:03:09+00,DAY,OTHERS,THEFT F/AUTO,40 - 99 BLOCK OF N STREET SE,399421.69,134089.8,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8746367064,-77.0066644996,CAPITOL RIVERFRONT,2024/07/16 13:41:00+00,,618864258,
398604.640000001,133801.489999998,24154458,2024/10/06 02:37:05+00,EVENING,OTHERS,THEFT/OTHER,300 - 379 BLOCK OF P STREET SW,398604.64,133801.49,6,6D,1,105,Cluster 9,011001 1,011001,Precinct 127,38.8720385776,-77.0160796764,,2024/10/05 20:12:00+00,2024/10/05 22:28:00+00,618864259,
397115.869999997,138140.98,24155083,2024/10/07 07:45:32+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF Q STREET NW,397115.87,138140.98,2,2F,3,301,Cluster 7,005202 3,005202,Precinct 16,38.9111266917,-77.0332539945,,2024/10/07 01:40:00+00,2024/10/07 02:21:00+00,618864260,
397115.740000002,138058.609999999,24157775,2024/10/11 18:17:20+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF CHURCH STREET NW,397115.74,138058.61,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9103846743,-77.0332551474,,2024/10/11 05:00:00+00,2024/10/11 07:30:00+00,618864261,
400541.5,139301.399999999,24106348,2024/07/11 22:43:05+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/07/11 22:03:00+00,2024/07/11 22:40:00+00,618864262,
397603.369999997,144181.510000002,24107335,2024/07/13 19:08:04+00,EVENING,KNIFE,ROBBERY,6200 - 6299 BLOCK OF GEORGIA AVENUE NW,397603.37,144181.51,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 60,38.9655430254,-77.0276542224,,2024/07/13 17:53:00+00,2024/07/13 17:54:00+00,618864263,
397162.060000002,140182.43,24146743,2024/09/22 21:10:02+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/09/22 19:00:00+00,2024/09/22 20:45:00+00,618864266,
399823.490000002,138211.600000001,24148828,2024/09/26 04:49:07+00,MIDNIGHT,OTHERS,ROBBERY,104 - 1599 BLOCK OF HARRY THOMAS WAY NE,399823.49,138211.6,5,5F,5,502,Cluster 21,008702 3,008702,Precinct 75,38.9117675751,-77.002035177,NOMA,2024/09/26 03:33:00+00,,618864267,
397519.560000002,140084.079999998,24149534,2024/09/27 14:56:42+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1299 BLOCK OF IRVING STREET NW,397519.56,140084.08,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,38.9286320007,-77.0286064731,,2024/09/24 22:30:00+00,2024/09/25 06:58:00+00,618864268,
397422.719999999,140620.84,24152394,2024/10/02 16:59:02+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3500 - 3599 BLOCK OF 13TH STREET NW,397422.72,140620.84,1,1A,4,408,Cluster 2,002900 1,002900,Precinct 42,38.9334670206,-77.0297253272,,2024/10/01 23:00:00+00,2024/10/02 12:15:00+00,618864269,
400846.609999999,134967.780000001,24121439,2024/08/08 14:18:08+00,DAY,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825456773,-76.9902425041,,2024/08/08 13:38:00+00,2024/08/08 13:50:00+00,618864270,
402603.969999999,133930.899999999,24001418,2024/01/03 22:09:58+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2500 - 2599 BLOCK OF PENNSYLVANIA AVENUE SE,402603.97,133930.9,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,38.8732016065,-76.9699922042,,2024/01/03 18:11:00+00,2024/01/03 20:37:00+00,618864271,
407163.810000002,135613.140000001,24004688,2024/01/10 12:49:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 199 BLOCK OF 58TH STREET SE,407163.81,135613.14,7,7C,6,604,Cluster 33,009903 1,009903,Precinct 105,38.8883305478,-76.9174277134,,2024/01/09 14:30:00+00,,618864272,
397228.829999998,138346.41,24005330,2024/01/12 11:35:27+00,MIDNIGHT,OTHERS,THEFT/OTHER,1700 - 1720 BLOCK OF 14TH STREET NW,397228.83,138346.41,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,38.912977638,-77.0319523958,,2024/01/11 15:17:00+00,2024/01/11 16:16:00+00,618864273,
399886.7742,135648.753899999,24006004,2024/01/12 19:56:41+00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF A STREET SE,399886.774237848,135648.753883313,6,6B,1,106,Cluster 26,006600 1,006600,Precinct 89,38.8886805501,-77.0013050813,CAPITOL HILL,2024/01/12 16:00:00+00,2024/01/12 19:00:00+00,618864274,
402392.68,139028.32,24017146,2024/02/03 08:13:21+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2100 - 2148 BLOCK OF QUEENS CHAPEL ROAD NE,402392.68,139028.32,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9191216215,-76.9724093273,,2024/02/03 03:40:00+00,2024/02/03 07:45:00+00,618864281,
399210.549999997,134299.539999999,24017844,2024/02/05 19:24:39+00,DAY,OTHERS,THEFT/OTHER,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,399210.55,134299.54,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8765259634,-77.009097938,CAPITOL RIVERFRONT,2024/02/04 19:58:00+00,2024/02/04 20:45:00+00,618864282,
405275.047399998,136678.820099998,24042149,2024/03/20 15:13:34+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF 44TH STREET NE,405275.047394848,136678.820060269,7,7C,6,602,Cluster 30,007803 4,007803,Precinct 99,38.8979439467,-76.9391899846,,2024/03/20 12:42:00+00,2024/03/20 14:20:00+00,618864283,
394355.549999997,144313.399999999,24116684,2024/07/30 18:20:13+00,DAY,OTHERS,THEFT F/AUTO,3200 - 3299 BLOCK OF OLIVER STREET NW,394355.55,144313.4,4,3/4G,2,201,Cluster 10,001500 2,001500,Precinct 51,38.9667162544,-77.0651312284,,2024/07/30 17:10:00+00,2024/07/30 17:40:00+00,618864284,
396385.259999998,137809.530000001,24118710,2024/08/03 07:35:36+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 18TH STREET NW,396385.26,137809.53,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9081381756,-77.0416761758,,2024/08/03 06:35:00+00,2024/08/03 06:40:00+00,618864285,
398821.600000001,143013.699999999,24119825,2024/08/05 14:05:34+00,DAY,OTHERS,THEFT/OTHER,5300 - 5399 BLOCK OF 2ND STREET NW,398821.6,143013.7,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,38.9550255734,-77.0135953096,,2024/08/05 00:23:00+00,2024/08/05 11:15:00+00,618864286,
396666.149999999,140781.239999998,24122531,2024/08/10 16:01:50+00,DAY,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF OAKWOOD TERRACE NW,396666.15,140781.24,1,1D,3,302,Cluster 2,002703 1,002703,Precinct 40,38.9349094071,-77.0384520844,,2024/08/08 23:30:00+00,2024/08/09 11:30:00+00,618864287,
400689.490000002,130251.07,24084199,2024/06/04 01:26:22+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3400 - 3499 BLOCK OF 10TH PLACE SE,400689.49,130251.07,8,8C,7,705,Cluster 39,007304 2,007304,Precinct 120,38.8400557164,-76.9920581001,,2024/06/03 01:30:00+00,2024/06/04 00:11:00+00,618864290,
400525.780000001,130811.859999999,24086038,2024/06/07 01:09:44+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF MALCOLM X AVENUE SE,400525.78,130811.86,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,38.8451076763,-76.9939433673,,2024/06/06 22:34:00+00,2024/06/06 23:50:00+00,618864291,
398758.710000001,145213.059999999,24125907,2024/08/17 02:21:55+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2024/08/16 23:10:00+00,2024/08/16 23:11:00+00,618864310,
397823.780000001,141376.73,24081202,2024/05/29 21:15:21+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2024/05/29 19:21:00+00,2024/05/29 20:28:00+00,618864314,
402763.359999999,131928.609999999,24066017,2024/05/03 03:24:49+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2804 - 2899 BLOCK OF GAINESVILLE STREET SE,402763.36,131928.61,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.855163663,-76.9681634627,,2024/05/02 23:44:00+00,2024/05/03 01:02:00+00,618864315,
405084.4252,135772.236299999,24161994,2024/10/19 04:37:04+00,MIDNIGHT,OTHERS,SEX ABUSE,4100 - 4276 BLOCK OF EAST CAPITOL STREET,405084.425218671,135772.236347427,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,38.8897782316,-76.9413941594,,2024/08/26 03:00:00+00,2024/09/01 03:59:00+00,618864324,
401251.258900002,132444.033,24130333,2024/08/24 17:24:17+00,DAY,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF PITTS PLACE SE,401251.258879114,132444.032952339,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,38.8598102625,-76.9855833686,,2024/08/24 01:48:00+00,2024/08/24 14:50:00+00,618864327,
401601.329999998,130970.75,24132559,2024/08/28 16:33:49+00,DAY,OTHERS,THEFT/OTHER,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,401601.33,130970.75,8,8E,7,704,Cluster 38,007304 4,007304,Precinct 120,38.8465377272,-76.9815533837,,2024/08/27 19:45:00+00,2024/08/27 19:45:00+00,618864328,
405683.920000002,136346.809999999,24135314,2024/09/03 03:08:12+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4700 - 4798 BLOCK OF EADS STREET NE,405683.92,136346.81,7,7C,6,602,Cluster 30,007804 1,007804,Precinct 98,38.8949505313,-76.9344793065,,2024/09/02 19:52:00+00,2024/09/02 20:40:00+00,618864329,
398010.079999998,138818.940000001,24135378,2024/09/02 22:20:00+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2024/09/02 21:42:00+00,2024/09/02 22:20:00+00,618864330,
403387.32,139979.890000001,24135756,2024/09/03 15:45:43+00,DAY,OTHERS,THEFT/OTHER,3370 - 3499 BLOCK OF BANNEKER DRIVE NE,403387.32,139979.89,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9276903968,-76.9609351566,,2024/09/03 13:21:00+00,,618864331,
397172.770000003,138305.390000001,24035735,2024/03/09 03:48:19+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1425 BLOCK OF R STREET NW,397172.77,138305.39,2,2F,3,301,Cluster 7,005202 3,005202,Precinct 16,38.9126079375,-77.0325986149,,2024/03/01 05:15:00+00,2024/03/01 05:35:00+00,618864332,
397746.0,137450.41,24037751,2024/03/13 03:34:54+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 10TH STREET NW,397746,137450.41,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9049076407,-77.0259863348,,2024/03/12 17:31:00+00,2024/03/12 20:27:00+00,618864333,
396171.049999997,137945.800000001,24041368,2024/03/19 03:24:04+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2024/03/19 02:40:00+00,2024/03/19 03:00:00+00,618864334,
393645.649999999,140765.550000001,24113953,2024/07/25 17:48:56+00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.934751414,-77.0732898841,,2024/07/25 17:22:00+00,,618864335,
399409.990000002,142466.629999999,24114317,2024/07/26 11:53:58+00,DAY,OTHERS,THEFT F/AUTO,4800 - 5010 BLOCK OF FORT TOTTEN DRIVE NE,399409.99,142466.63,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,38.9500980115,-77.0068065293,,2024/07/26 07:21:00+00,2024/07/26 07:42:00+00,618864336,
394449.149999999,137479.059999999,24115686,2024/07/28 22:44:16+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2024/07/28 21:00:00+00,2024/07/28 21:20:00+00,618864337,
396746.969999999,137976.41,24115925,2024/07/29 14:53:25+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2024/07/28 23:45:00+00,,618864338,
400995.890000001,138511.609999999,24100275,2024/07/01 09:18:49+00,MIDNIGHT,OTHERS,BURGLARY,1230 - 1249 BLOCK OF NEW YORK AVENUE NE,400995.89,138511.61,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9144696197,-76.9885168587,,2024/07/01 08:30:00+00,2024/07/01 08:40:00+00,618864341,
404600.899899997,136168.3774,24034960,2024/03/07 14:45:51+00,DAY,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/03/07 13:40:00+00,2024/03/07 14:00:00+00,618864342,
396830.43,137253.620000001,24150842,2024/09/29 17:20:02+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/09/29 16:01:00+00,2024/09/29 17:06:00+00,618864348,
397633.43,144615.420000002,24155395,2024/10/18 10:09:04+00,MIDNIGHT,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2024/10/07 16:33:00+00,2024/10/07 17:41:00+00,618864350,
398006.299999997,139949.780000001,24007286,2024/01/15 07:47:34+00,MIDNIGHT,GUN,ROBBERY,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,398006.3,139949.78,1,1E,3,306,Cluster 2,003200 4,003200,Precinct 37,38.9274234236,-77.0229925974,,2024/01/15 06:15:00+00,2024/01/15 06:18:00+00,618864356,
398010.079999998,138818.940000001,24007937,2024/01/16 22:02:42+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2024/01/16 21:18:00+00,2024/01/16 21:45:00+00,618864357,
399610.399999999,140102.239999998,24008046,2024/01/17 03:25:34+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610.4,140102.24,5,5E,4,405,Cluster 21,002302 2,002302,Precinct 44,38.9287990063,-77.0044931979,,2024/01/17 02:26:00+00,2024/01/17 03:26:00+00,618864358,
397162.060000002,140182.43,24008183,2024/01/17 15:05:12+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,,,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/01/17 14:05:00+00,2024/01/17 14:20:00+00,618864359,
399756.810000002,137110.960000001,24423493,2024/10/08 22:42:45+00,EVENING,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF PARKER STREET NE,399756.81,137110.96,6,6C,5,501,Cluster 25,010602 3,010602,Precinct 144,38.9018526117,-77.002803614,,2024/09/18 15:21:00+00,2024/09/18 15:59:00+00,618864365,
394764.229999997,145774.550000001,24423530,2024/10/09 11:41:25+00,DAY,OTHERS,THEFT/OTHER,3260 - 3399 BLOCK OF CHESTNUT STREET NW,394764.23,145774.55,4,3/4G,2,201,Cluster 10,001500 1,001500,Precinct 51,38.9798811624,-77.0604266374,,2024/09/29 18:00:00+00,2024/09/29 18:00:00+00,618864366,
397726.68,142346.57,24423707,2024/10/13 19:41:33+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF DELAFIELD PLACE NW,397726.68,142346.57,4,4D,4,407,Cluster 18,002201 3,002201,Precinct 55,38.9490137346,-77.0262252911,,2024/09/27 20:51:00+00,2024/09/27 20:52:00+00,618864367,
397430.659999996,136664.370000001,24423955,2024/10/22 19:41:19+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2024/10/10 19:31:00+00,2024/10/10 19:35:00+00,618864368,
398316.219999999,137857.09,24014040,2024/01/28 22:27:15+00,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF O STREET NW,398316.22,137857.09,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.9085724327,-77.0194132736,,2024/01/28 02:00:00+00,2024/01/28 11:10:00+00,618864369,
398417.469999999,138880.949999999,24014073,2024/01/28 23:24:53+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF OAKDALE PLACE NW,398417.47,138880.95,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9177958965,-77.0182482635,,2024/01/28 12:30:00+00,2024/01/28 22:20:00+00,618864370,
399283.189999998,134508.539999999,24100546,2024/07/01 19:25:52+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 49 BLOCK OF K STREET SE,399283.19,134508.54,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.87840878,-77.0082610235,CAPITOL RIVERFRONT,2024/07/01 18:17:00+00,2024/07/01 19:08:00+00,618864405,
393467.969999999,139035.640000001,24107247,2024/07/13 15:09:32+00,DAY,OTHERS,BURGLARY,3731 - 3799 BLOCK OF W STREET NW,393467.97,139035.64,3,3B,2,204,Cluster 14,000300 3,000300,Precinct 11,38.9191665439,-77.0753227481,,2024/07/12 23:30:00+00,2024/07/13 14:50:00+00,618864406,
405607.740000002,135519.829999998,24117614,2024/08/01 10:34:01+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4600 - 4699 BLOCK OF BASS PLACE SE,405607.74,135519.83,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8875012785,-76.9353642115,,2024/08/01 09:47:00+00,2024/08/01 10:33:00+00,618864413,
401469.140000001,137323.219999999,24118787,2024/08/03 14:42:09+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1498 BLOCK OF HOLBROOK STREET NE,401469.14,137323.22,5,5D,5,506,Cluster 23,008802 1,008802,Precinct 77,38.9037635308,-76.9830625771,,2024/08/03 12:04:00+00,2024/08/03 13:01:00+00,618864414,
396746.969999999,137976.41,24118900,2024/08/03 19:25:03+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2024/08/03 17:07:00+00,2024/08/03 18:37:00+00,618864415,
399283.189999998,134605.960000001,24122955,2024/08/11 12:55:25+00,DAY,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2024/08/11 12:07:00+00,2024/08/11 12:50:00+00,618864416,
396537.850000001,138223.350000001,24123924,2024/08/13 13:54:08+00,DAY,OTHERS,THEFT/OTHER,1700 - 1789 BLOCK OF CORCORAN STREET NW,396537.85,138223.35,2,2B,3,301,Cluster 6,005302 3,005302,Precinct 15,38.9118666217,-77.0399189747,,2024/08/13 13:07:00+00,2024/08/13 13:10:00+00,618864417,
397115.780000001,137977.23,24047212,2024/03/29 20:44:30+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9096515756,-77.0332543444,,2024/03/01 17:00:00+00,2024/03/29 19:00:00+00,618864455,
399590.846600004,129254.674600001,24051063,2024/04/06 02:53:09+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF ATLANTIC STREET SE,399590.846621573,129254.674645379,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 124,38.8310799071,-77.0047122463,,2024/04/06 01:27:00+00,2024/04/06 03:00:00+00,618864456,
403792.511,132207.576200001,24032328,2024/03/02 13:37:19+00,DAY,OTHERS,THEFT F/AUTO,3390 - 3425 BLOCK OF HIGHVIEW TERRACE SE,403792.511009472,132207.576216119,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,38.8576728739,-76.9563051268,,2024/03/02 13:09:00+00,2024/03/02 13:29:00+00,618864469,
400698.039999999,131008.399999999,24169333,2024/10/31 23:45:44+00,EVENING,OTHERS,THEFT/OTHER,1060 - 1251 BLOCK OF OAK DRIVE SE,400698.04,131008.4,8,8C,7,703,Cluster 43,010400 3,010400,Precinct 119,38.8468780755,-76.9919588484,,2024/10/23 19:00:00+00,2024/10/31 20:43:00+00,618864470,
397963.460000001,140327.73,24169372,2024/11/02 21:06:34+00,EVENING,OTHERS,THEFT/OTHER,3215 - 3298 BLOCK OF GEORGIA AVENUE NW,397963.46,140327.73,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.9308280161,-77.0234877766,,2024/10/31 14:28:00+00,2024/10/31 22:36:00+00,618864471,
397920.270000003,137620.98,24060381,2024/04/23 01:17:07+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 9TH STREET NW,397920.27,137620.98,2,2G,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064446244,-77.023977695,DOWNTOWN,2024/04/23 00:15:00+00,2024/04/23 00:20:00+00,618864476,
398099.340000004,137856.98,24061380,2024/04/25 00:41:20+00,EVENING,OTHERS,THEFT/OTHER,7TH STREET NW AND O STREET NW,398099.33999619,137856.97999736,2,2G,3,307,Cluster 7,004801 1,004801,Precinct 18,38.9085709995,-77.0219138082,,2024/04/24 20:30:00+00,2024/04/24 20:45:00+00,618864477,
405106.864600003,135146.159000002,24062703,2024/04/27 05:03:02+00,MIDNIGHT,GUN,ROBBERY,4400 - 4499 BLOCK OF TEXAS AVENUE SE,405106.864610692,135146.159034846,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,38.8841381608,-76.9411401638,,2024/04/27 02:49:00+00,2024/04/27 05:03:00+00,618864478,
405835.25,135422.859999999,24092429,2024/06/18 01:05:00+00,EVENING,GUN,ROBBERY,200 - 249 BLOCK OF 49TH STREET SE,405835.25,135422.86,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8866262556,-76.932742716,,2024/06/17 23:06:00+00,2024/06/17 23:10:00+00,618864479,
397281.240000002,140197.68,24003415,2024/01/08 05:09:45+00,MIDNIGHT,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF KENYON STREET NW,397281.24,140197.68,1,1A,3,,Cluster 2,003000 1,003000,Precinct 39,38.9296546396,-77.031355425,,2024/01/07 20:58:00+00,2024/01/07 21:15:00+00,618864494,
399622.270000003,134352.620000001,24003479,2024/01/07 23:33:08+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2024/01/06 22:01:00+00,2024/01/07 21:39:00+00,618864495,
394895.399999999,140924.899999999,24003969,2024/01/08 23:34:48+00,EVENING,OTHERS,ROBBERY,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2024/01/08 21:30:00+00,2024/01/08 21:34:00+00,618864496,
397497.460000001,136718.530000001,24004413,2024/01/09 21:57:03+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497.46,136718.53,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8983139331,-77.0288490823,DOWNTOWN,2024/01/09 20:50:00+00,2024/01/09 21:20:00+00,618864497,
399756.850000001,137184.469999999,24041674,2024/03/19 17:13:23+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF K STREET NE,399756.85,137184.47,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9025148158,-77.0028031789,NOMA,2024/03/19 15:32:00+00,2024/03/19 15:50:00+00,618864498,
397863.619999997,138792.329999998,24044679,2024/03/25 08:28:56+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,900 - 931 BLOCK OF U STREET NW,397863.62,138792.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9169964065,-77.0246344704,,2024/03/25 07:51:00+00,2024/03/25 08:00:00+00,618864499,
